#{"t_start": 1768475791.3365874, "env_id": "None"}
r,l,t
484.662753,1964,1146.723437
-321.962202,1109,1147.633195
-163.720529,1274,1158.035842
310.323177,1153,1164.410386
-186.29525,1096,1170.354085
-170.923303,1304,1176.994971
-333.167539,848,1177.784671
-110.856354,1652,1188.487299
-307.056222,952,1189.400675
811.225224,2396,1206.729853
-283.535555,882,1213.666658
539.399855,2168,1224.821739
-0.948534,2011,1231.73562
-192.372632,1238,1242.381467
-203.89518,1295,1243.550087
-174.399931,1323,1255.83282
-291.641355,1119,1261.604547
-184.908384,1444,1268.108076
-344.227336,816,1274.247328
-211.418274,889,1279.650608
-100.923904,1096,1286.195612
535.281275,1639,1292.306295
-215.661999,1209,1298.42056
-208.374827,1222,1310.675931
98.574616,1635,1312.164434
663.447403,3000,1334.500692
-200.773363,1037,1335.290629
-128.611806,1316,1341.767353
612.657323,1517,1354.187872
562.36577,1407,1359.77733
-109.007995,1403,1365.734755
-177.817333,1240,1379.597149
-198.604203,1117,1380.596669
-94.349339,1596,1392.646704
406.718055,3000,1409.265555
-322.003918,932,1409.989213
495.228818,1826,1422.505511
141.964557,2105,1436.502512
-328.200119,1091,1437.427138
528.144453,2414,1455.700519
404.401042,1426,1463.461674
-217.48108,1149,1469.503294
-348.713888,972,1479.436035
624.34889,3000,1500.557301
-289.863675,966,1501.409137
-185.604994,1394,1514.180583
-336.182838,1084,1515.156775
-133.753893,1284,1527.026962
-283.850331,955,1533.42248
-66.343115,1538,1539.994215
-309.299913,1024,1545.741448
-74.6515,1448,1558.508139
-273.529665,1060,1559.491726
-270.773042,1047,1571.255547
-286.241184,977,1572.173562
-144.118663,1393,1583.122367
-290.880378,1159,1584.15229
514.979348,1274,1595.832103
-339.876576,1066,1596.97132
-308.443941,1010,1603.546153
422.029085,1469,1613.814444
-95.754438,1500,1619.227212
425.006982,1534,1626.169225
-259.799075,990,1638.153506
-281.422665,994,1639.265828
-322.256962,904,1646.312464
123.088892,2000,1656.953051
30.955209,1676,1661.844862
-158.101798,871,1668.180957
438.212919,3000,1681.777617
632.434553,2360,1696.70176
-131.049382,1158,1708.484664
606.97434,1498,1716.755812
642.015065,2048,1729.591003
625.688698,1644,1736.074195
-133.323044,1180,1743.288683
67.709431,1539,1756.391372
688.589746,1328,1762.46889
349.841899,1428,1768.788351
-109.42037,1770,1778.921462
-204.762147,1316,1786.556959
-163.22677,1239,1791.63831
-102.817345,1793,1803.312561
-307.877666,1033,1809.133727
568.457721,1989,1820.800133
-179.889083,973,1821.759907
-307.891178,1096,1836.530643
-210.250815,996,1837.324512
-188.833204,1252,1843.403304
14.592453,2193,1856.327553
563.838841,2086,1869.036748
-245.385182,1125,1874.979899
-253.694421,1126,1880.977089
535.71021,1771,1893.083721
1.92901,1540,1900.591735
-147.255325,1403,1906.040235
-16.958781,1610,1916.709769
-88.017095,1494,1922.863304
654.17287,1346,1928.809391
-70.777863,1363,1936.288749
-193.081968,1038,1948.441545
618.976023,1940,1949.911901
469.062226,1955,1961.189605
-323.852331,882,1974.940743
332.028088,1320,1982.377271
-226.32124,1183,1988.529598
441.424388,1560,1994.84094
-152.164352,1268,2000.913441
656.270671,2330,2021.18988
-142.807339,1431,2022.455416
28.20321,1797,2035.411934
592.885546,1864,2048.74544
-113.830139,1542,2056.640796
484.585832,1654,2070.05908
-252.770074,1185,2071.193145
827.142932,2198,2086.240637
-213.53454,1081,2098.114935
-113.264206,1617,2104.729737
-280.405923,1028,2110.128561
612.299471,1536,2117.286669
624.587681,3000,2137.369656
434.545137,1076,2143.512169
389.130652,2383,2157.866365
-256.1436,1132,2171.132114
-44.346909,1240,2172.421068
117.462641,1590,2185.530637
-146.984172,1419,2192.001464
-165.596264,1113,2197.194855
994.254223,2679,2216.561594
-326.484159,949,2217.354954
1983.465844,3000,2231.109761
-98.390286,1417,2242.848431
-110.128934,1382,2250.323084
167.70891,2096,2261.970291
59.139322,1639,2275.251451
-116.663843,1558,2282.048804
353.091992,1330,2289.227579
3.959904,1504,2302.218997
2535.502287,3000,2316.281901
544.061138,835,2323.25737
-304.886711,1169,2329.29008
617.531099,1370,2335.743876
772.737189,2630,2348.506451
669.440546,1290,2360.668256
406.363379,1596,2368.083091
689.805398,1808,2376.978186
1305.981749,3000,2397.689735
807.575965,2345,2412.32089
1897.467208,2782,2427.272196
-127.835699,1339,2441.208784
1391.93042,2609,2455.235996
269.377557,1949,2469.374397
474.65131,1819,2477.137096
850.749588,1991,2490.742742
1948.216748,2699,2505.466136
698.117379,3000,2531.233129
2364.666002,3000,2545.211841
1586.159806,1822,2553.030367
521.113579,1153,2564.423268
-15.599011,1767,2580.284354
1575.632971,3000,2595.054913
720.364129,2193,2607.473019
1442.753316,3000,2630.031216
-179.584984,1064,2631.059243
1352.368401,3000,2657.691013
356.220525,1067,2658.709666
1071.807662,3000,2678.055814
1442.381233,3000,2694.336984
859.840129,2105,2710.549647
64.238791,2076,2723.552676
2557.645213,3000,2743.078974
1850.783178,3000,2756.527984
2185.509868,3000,2782.266971
2313.967287,2923,2797.811845
2350.577827,3000,2819.005988
2697.671147,3000,2833.229755
1724.988626,2309,2847.119208
1936.358075,2914,2866.438252
1702.751856,2532,2881.604166
1014.375285,1826,2894.825209
2116.310601,2305,2908.742648
1300.650686,1263,2909.767209
628.217246,865,2922.262903
530.747702,1033,2923.24765
1435.531759,1590,2935.818649
559.805516,1326,2942.394159
492.213187,827,2947.015675
1732.318888,2003,2959.786097
812.149966,1944,2967.672249
553.912719,1133,2979.08463
719.300531,1417,2980.416511
1737.031568,1737,2991.240312
653.58075,1083,2998.358253
672.197872,1378,3004.111182
1608.186242,1555,3016.047013
539.204665,801,3021.855533
909.970696,1794,3027.677847
1249.96358,1227,3034.100246
1440.461545,1025,3039.295609
1631.79792,1609,3046.902464
1607.859933,1377,3058.478319
2144.518442,2711,3070.017445
690.885469,1210,3077.334826
757.296719,1367,3088.817394
1582.356002,1428,3090.167646
1638.047891,1534,3101.393431
3502.531049,2519,3113.807195
2142.587117,2852,3132.757087
742.866082,1087,3137.820446
3345.055332,2642,3149.911911
709.105718,1053,3156.906899
484.867087,861,3157.727327
1307.813576,1116,3168.90269
512.939002,779,3169.537243
1720.087496,1853,3182.254555
710.983596,1081,3188.519643
1546.191654,1268,3193.971992
1612.193351,1385,3201.250674
475.014864,746,3206.817867
472.84977,1002,3213.243047
1528.575276,1150,3218.447938
1819.570648,2017,3225.399719
2026.637138,1832,3238.325125
3054.593133,1998,3250.162856
1325.452278,1314,3260.419378
1462.069313,1215,3267.494195
1660.354201,1456,3273.389866
503.80747,925,3280.313097
1723.950363,1081,3281.471081
659.92073,768,3291.25832
1252.01584,1029,3292.073909
3607.233678,2824,3303.663944
1418.958811,961,3315.703254
733.952468,1049,3316.732058
478.11556,696,3323.374872
1935.445719,1210,3327.97811
1221.774652,1027,3333.766427
1905.429249,1640,3344.853408
713.051071,943,3345.802518
2354.83325,1967,3358.015872
1656.406463,1091,3364.391472
2306.519853,2217,3375.244442
1843.485241,1587,3381.667829
1281.064356,1170,3388.979299
643.387216,788,3394.666265
1399.634014,756,3400.51019
667.364001,892,3401.294432
1445.028856,1004,3411.143743
1943.075398,2030,3424.323566
1673.288404,1423,3425.748106
701.312547,1023,3436.683573
1689.86341,961,3437.602657
1663.923063,1050,3443.418411
625.789305,726,3447.779044
1368.70417,1207,3454.547887
598.546959,1135,3460.164727
706.14288,963,3467.112631
3058.402413,3000,3478.847622
1420.205695,1094,3490.391249
1429.509698,1060,3491.462704
848.091543,1649,3502.929707
1511.73875,1279,3510.06864
657.595213,819,3514.218499
722.17228,1090,3519.389611
463.519418,655,3519.873
1542.057629,1151,3527.903273
1278.646456,976,3528.595656
1934.426649,1530,3537.212372
1917.335141,1679,3542.715667
1395.883431,936,3547.282329
1528.362053,1164,3552.425893
1406.396837,1176,3556.935458
2567.092458,2498,3566.27035
1707.017844,1297,3571.554927
1261.121785,1047,3580.092475
1472.059787,1039,3580.82934
659.723259,849,3585.865576
1492.326039,1114,3590.44398
1711.451078,1237,3595.680912
661.276878,767,3599.589727
620.313197,810,3600.160839
3048.772351,2523,3614.359504
1537.737532,1100,3615.167516
633.9804,793,3623.401781
633.91085,656,3623.869457
1211.872679,866,3624.505508
1652.473104,995,3632.799623
1467.625001,934,3633.478913
1287.062105,1265,3642.186109
673.833359,904,3642.826047
1609.472714,1069,3648.054558
656.80575,930,3653.331386
643.274602,745,3658.16671
498.832363,852,3658.773558
1424.992402,1016,3667.912641
508.089271,785,3668.464718
1214.559099,917,3673.251547
1455.221367,1042,3678.359511
1446.449667,868,3678.977849
657.95793,806,3689.57984
1245.875212,1072,3690.371791
1396.777981,918,3695.531501
1465.619503,983,3700.49603
1789.032632,1298,3705.731008
1504.275154,1059,3710.328156
1367.533809,1318,3715.679735
671.610095,913,3720.833874
1806.754105,1311,3726.589128
1293.557465,1033,3735.926672
651.302661,921,3736.62344
1494.725887,1362,3742.398241
1446.991157,874,3747.899618
678.905608,1064,3753.40811
1434.931831,940,3758.07692
1639.379382,960,3763.508601
1378.114607,1340,3768.814464
515.250409,984,3774.217116
1458.330427,1112,3775.093592
689.951674,862,3784.923181
1336.257226,1099,3785.823422
1349.032855,1255,3795.160202
3110.050252,2352,3804.871092
1474.654376,1071,3810.363647
1462.253131,1053,3811.158252
1802.264184,1191,3821.240902
1431.901792,897,3821.930942
671.984192,791,3827.06832
1460.755923,911,3832.476766
1535.88668,1438,3842.227727
1345.026848,1228,3843.172785
1448.849678,987,3848.645164
1267.856069,882,3853.965237
1461.759045,995,3859.432845
1505.883775,1144,3864.79683
1287.000298,1194,3870.495126
1274.306012,1024,3875.021533
1857.87911,1105,3880.5457
1418.289303,864,3881.206479
1682.044599,885,3890.31994
1205.616019,818,3890.98388
1365.941737,1328,3900.972783
1303.642295,1226,3901.895896
1699.48211,941,3907.316344
1549.012465,1210,3912.117622
1288.376167,966,3917.55291
1269.278926,1089,3922.171931
1952.146365,1232,3927.8362
1606.389836,1633,3937.385672
1460.20623,957,3938.108515
1433.11719,950,3947.970088
1597.823101,820,3948.584155
1233.596306,857,3949.24674
2053.428371,1669,3959.138795
488.448847,682,3964.347476
3732.977591,2631,3975.358446
1458.109419,1063,3980.683469
673.294941,747,3985.926043
1425.46321,934,3986.62264
1600.888839,1143,3995.433627
1742.620303,1175,3996.325814
1746.721474,1422,4006.089453
1752.09576,1356,4011.858742
1670.502893,963,4017.224671
1526.499939,1142,4022.8156
2021.352575,1380,4027.844965
1424.58329,898,4033.212667
656.885263,828,4037.268393
1679.477199,1225,4042.923987
1216.549604,765,4043.504509
1444.821089,1026,4052.896716
1706.70523,1152,4053.770319
1695.050692,1080,4063.041713
1214.370211,787,4063.640657
