#{"t_start": 1768475791.3352654, "env_id": "None"}
r,l,t
553.074913,3000,458.079323
535.473241,1267,469.783587
408.548507,1590,475.516809
304.520121,979,480.868243
-85.193795,1304,487.150027
-270.945335,912,492.625236
-186.436894,1185,499.14802
549.671287,2217,508.820071
-342.917595,945,509.68211
490.067752,1610,518.78958
-342.854514,956,524.023174
-379.074401,919,528.569001
-355.783252,761,529.232486
-319.010122,806,535.405332
-56.51404,1194,541.236289
-295.575193,891,546.998264
-238.176206,1209,551.47151
-100.729955,1528,557.184968
-337.66807,692,561.326993
448.389305,3000,579.141616
-313.236864,929,580.019893
-130.471667,928,586.558154
-349.061391,764,591.562968
-320.663412,907,597.03488
555.874881,1706,602.581818
-190.723757,1161,608.439365
-175.23884,1228,620.101964
-347.561046,882,620.974298
-310.970729,848,627.205704
-279.080247,1111,634.103944
-79.09012,1374,640.02231
-169.646662,1309,645.503135
-62.243421,1138,651.247154
-356.436788,730,656.847394
-90.997683,1426,663.314301
454.702105,3000,680.91552
-350.158969,937,686.433573
-278.981275,890,687.205792
-362.773636,944,696.672422
23.388156,1622,702.812777
3.277753,1682,708.334947
341.79404,1343,714.998216
-282.18287,1010,725.080408
-322.792607,817,725.758335
-85.689067,1017,730.711382
-197.23266,1136,736.472147
347.584919,1228,747.548132
-19.748512,1530,748.782738
650.460366,2382,766.098821
520.906575,3000,778.313647
-302.85696,805,785.044885
-263.271182,1038,790.71995
-225.757693,1077,791.580454
-250.100058,1001,802.481881
-343.754761,719,803.131891
-175.889189,1249,816.404575
-338.644807,818,817.05393
812.851986,1980,829.661676
-145.428024,1117,836.028746
-137.069528,1270,841.644768
366.601496,1543,848.672994
-239.839581,988,858.755066
-172.726643,1064,859.579369
-142.623461,1379,873.367129
-83.909076,1432,880.115252
-259.715974,1168,887.382781
-99.665314,1335,894.099963
442.805304,1304,902.87151
-13.637216,1545,909.07276
-23.295918,1699,922.329621
-293.571464,911,923.169643
-157.479244,1164,934.075771
-286.585072,898,934.883781
-301.117196,915,949.78323
450.857386,1342,951.08505
-48.634593,1489,964.702169
-269.316509,1007,970.755781
412.796724,1612,982.508413
653.768978,3000,997.176607
156.591614,2003,1008.894278
284.284386,2916,1021.105266
-206.164815,1105,1027.649358
414.425913,1818,1039.442794
-281.973528,1026,1046.124771
-117.076955,1577,1052.467335
-314.154618,864,1059.198901
-58.853796,1804,1066.334654
976.602669,2825,1084.008581
355.751573,1265,1092.054569
306.222418,1456,1103.443061
-152.984319,1551,1109.88426
582.557057,1133,1116.192783
-141.119798,1579,1122.287747
-238.72118,1043,1133.609359
-264.421372,1232,1134.807947
-287.447006,992,1146.504244
-106.200446,1438,1147.688885
-209.26932,1210,1158.039561
-197.658407,1235,1164.483587
-345.991867,1051,1170.395206
-80.612903,1506,1177.222491
-112.195676,1532,1187.931902
314.623895,1140,1188.8715
-136.783273,1512,1199.93868
309.998879,1221,1206.534543
68.049307,1890,1214.455472
-292.929926,1059,1220.155642
-102.281893,1469,1230.914723
-272.33373,1083,1231.958759
-356.3625,863,1242.261715
620.563242,2118,1255.298834
-196.863241,1040,1256.15563
-114.49374,965,1261.815086
-133.250988,1471,1268.350891
-53.092371,1718,1279.926802
-308.662076,963,1286.349098
-331.173194,815,1287.083473
-161.229072,1332,1297.977896
-221.712668,1277,1304.493856
-199.222723,1216,1311.348825
781.130631,2288,1323.266556
-167.212053,1284,1329.197329
626.967074,1849,1341.002214
-226.054974,1173,1347.61947
868.495977,2553,1359.751541
667.564462,1310,1365.628334
507.821898,3000,1386.569669
424.432377,1505,1393.003649
850.93287,1845,1403.74191
-106.112647,1503,1409.863973
595.237057,1478,1422.037293
-98.517794,1179,1423.108705
-282.934266,967,1436.099508
-208.030522,1090,1436.996658
-218.546294,1318,1448.842862
1026.492891,2783,1463.26779
-327.254733,918,1469.162902
-121.20543,1838,1485.288233
78.37592,2075,1500.0992
-261.525554,1118,1501.130858
-162.353198,1292,1513.802409
-310.25542,1099,1514.761457
214.128515,2224,1527.51425
-266.427008,1178,1539.278313
-249.830602,1072,1540.208391
-21.026373,2019,1552.86085
-130.687702,1534,1559.763894
393.455052,929,1571.403414
-78.678308,1594,1572.910559
443.811158,3000,1595.792204
-18.091042,1662,1603.101299
-137.329701,1466,1608.131123
-145.073037,1310,1614.60558
-328.534615,976,1624.980988
-269.693639,1107,1626.077479
-73.840717,1386,1638.560791
942.069624,1918,1650.645904
806.269935,1334,1651.713922
-100.654592,1191,1661.171463
-275.122301,985,1661.98132
376.089964,1022,1668.448816
-193.963326,1286,1680.471808
685.156082,1371,1681.742418
-101.435443,1441,1695.861573
-280.256289,804,1696.562661
-166.987559,1471,1708.624133
506.387568,800,1709.35622
-177.770454,1287,1723.047194
-261.819043,1111,1729.434897
-273.306103,953,1735.339993
863.522218,2123,1743.350171
454.271379,3000,1767.736081
-296.44207,1053,1768.612178
677.180925,2003,1778.969475
-327.518678,984,1786.285906
430.383394,1289,1791.42136
-239.60064,1091,1798.773411
117.582255,2079,1809.225661
-141.21544,1297,1814.090457
-186.372176,1137,1821.342201
-243.566772,1176,1822.506776
-295.522914,979,1837.068924
-52.705173,1627,1843.42456
661.250229,1943,1856.110361
1678.52908,3000,1869.686551
-18.005888,1883,1881.257581
-143.624382,1264,1892.906902
609.259541,2373,1905.210614
-228.540702,1145,1906.46809
-181.614017,1153,1916.652497
50.783131,2075,1923.238042
-153.145185,1064,1929.045101
-83.872401,1432,1936.596732
-93.490243,979,1948.620067
748.727235,1967,1959.565355
-280.448401,1024,1960.556138
-102.75766,1536,1974.92952
986.528428,3000,1988.896739
434.135174,1758,2000.343552
394.804508,2712,2021.01621
-34.073647,1605,2022.429196
124.421322,1820,2035.404006
-244.919941,1134,2042.743763
747.037962,3000,2064.01815
550.759181,1428,2070.513995
-348.655495,1033,2078.459014
339.515625,1044,2085.463051
160.293542,1740,2097.972365
786.948173,2432,2109.82003
-265.845608,1048,2110.726763
-162.975548,866,2117.302721
-265.786284,1134,2125.535429
-135.634465,1655,2137.217974
28.09105,2180,2144.274027
-91.665092,1466,2157.856813
-265.640885,1076,2165.075806
139.326521,2653,2185.329186
-273.111925,1029,2186.216366
-164.831232,1273,2192.607134
1407.590732,3000,2210.712336
-41.025837,1630,2217.795722
359.121915,2765,2237.42062
-211.481992,1031,2242.754675
-153.618656,1381,2250.238923
-203.660256,1248,2255.911167
-63.843752,1262,2262.221978
402.016249,1404,2275.331966
-165.069838,1344,2276.68889
-167.1112,1332,2289.129233
399.431364,923,2289.914583
400.165367,1137,2302.637489
724.036271,1806,2315.536708
-102.944181,1566,2323.228294
-321.287912,999,2329.095424
-138.93891,1532,2335.715515
321.270588,1164,2341.433256
1111.754094,3000,2360.8642
-104.737296,1772,2375.52841
-180.393331,1318,2376.876823
-343.877096,971,2383.233063
-52.037574,1418,2397.010582
503.188188,1390,2405.632687
1029.364131,2728,2425.605534
209.937373,2383,2440.657735
734.279727,1681,2447.265329
-128.513158,1373,2455.001348
396.051229,1278,2462.23948
463.159344,1729,2476.18804
919.959492,1971,2489.8864
552.267438,1663,2497.320687
1322.01245,3000,2518.35015
694.83693,1532,2524.908111
755.298505,1577,2532.066058
576.601748,1415,2544.713024
133.250072,2224,2552.900959
1581.130108,3000,2580.236639
519.971225,1166,2581.398736
1515.548793,3000,2601.238836
1262.675531,2955,2614.758174
1446.307277,3000,2642.798467
1345.891737,2420,2657.912772
795.563317,3000,2672.149135
-133.346574,1366,2678.538966
761.824186,3000,2703.725605
2189.452239,3000,2722.943974
336.48742,1182,2724.040538
1864.477078,1993,2736.636028
698.161058,1552,2749.832304
2031.12233,1990,2756.576443
1351.769109,1411,2768.848517
2097.419899,2808,2783.493813
-127.944806,1423,2797.637435
1981.979097,2721,2812.458841
693.703822,1933,2826.611237
1934.332922,2796,2846.076347
1638.463006,3000,2860.400902
1656.252102,3000,2881.083644
1470.76546,3000,2895.474372
1872.964044,2012,2909.03204
1657.452942,3000,2923.435441
310.277651,864,2935.206113
1360.004339,1492,2942.107955
590.725441,1086,2946.935118
1511.398376,1603,2953.577434
1755.619473,2061,2967.303016
1338.338085,1234,2973.478796
404.260022,990,2979.74456
565.922201,1173,2989.993286
1656.944509,1746,2991.781685
1561.136644,1457,3003.568184
1818.858139,1748,3015.770691
1785.223131,1537,3022.180457
710.464602,933,3023.056789
382.784576,1002,3033.455984
470.428423,851,3034.358957
1448.079307,1674,3046.152803
756.196618,1253,3053.330124
605.812752,1370,3058.850404
2054.925009,2225,3069.986705
1465.270906,1510,3077.580392
743.312695,1349,3089.048159
1589.41419,1428,3095.142205
1516.354776,1096,3101.216184
718.205014,1028,3102.079504
1379.548847,1307,3113.448919
1642.469293,1448,3125.212857
1683.147467,1835,3132.797963
1696.610533,1205,3137.957048
1617.801385,2174,3149.611738
2216.434132,2725,3168.348137
1472.27776,1714,3169.820036
584.319575,1220,3182.026287
2144.978941,1924,3193.254867
732.645327,926,3194.163814
1596.984158,1320,3206.253385
674.789182,1096,3212.830367
303.074306,655,3213.346962
1249.482346,924,3218.380058
642.379356,826,3224.222189
1831.323208,1923,3237.151879
669.278592,845,3237.986246
607.987957,656,3238.620305
421.918723,725,3249.410047
692.512636,1037,3250.223714
1273.795692,1115,3256.296295
1528.949994,1223,3261.365076
713.041759,1359,3268.66458
702.114008,915,3280.088192
320.629176,1021,3281.189134
1477.174887,808,3286.102328
1540.010674,1318,3292.110279
1640.62726,1579,3302.465569
1471.442175,1582,3310.151944
1504.597783,1827,3322.923141
732.831403,922,3323.786487
493.938764,731,3327.938034
1603.925335,888,3333.624602
1465.743038,1134,3338.195227
3142.504472,3000,3357.442817
1448.083596,994,3358.372789
1304.740776,1073,3368.753522
670.027781,1061,3369.578824
1652.857978,1599,3380.939694
1487.544996,1077,3388.150535
1497.592494,1044,3394.095655
3167.50148,2314,3401.344021
1457.325704,1118,3411.340943
1691.120103,1533,3418.83967
660.030641,796,3424.754697
499.96255,749,3425.533061
1651.633259,1505,3436.941105
1463.402191,1075,3442.889189
1521.871602,1248,3447.658046
2401.346542,2331,3460.023283
1523.127839,1008,3467.011152
1391.309059,873,3467.871071
663.198222,870,3477.686718
1502.643202,1252,3478.767509
2723.247185,2687,3497.907279
1869.000294,1724,3503.400723
455.829815,749,3510.044729
1562.069811,1310,3514.561737
652.011866,760,3519.483829
1456.777675,977,3520.209513
1498.968425,1240,3528.289584
1553.908078,1333,3533.595788
1725.353873,1220,3537.624164
1464.395179,1194,3542.795947
1271.904565,1153,3547.508444
1494.643112,1132,3552.626702
1896.888462,1546,3561.770817
1322.637967,1168,3562.592084
1518.91285,1236,3571.045032
552.770114,1131,3571.850571
667.752636,755,3580.163402
550.033297,1041,3580.90254
1263.113314,1041,3589.852629
1542.549844,1239,3590.749262
1472.880429,1094,3595.878847
650.908263,827,3599.830985
1717.873304,1121,3604.979809
1387.832559,828,3609.240059
1185.509069,879,3614.244496
1208.645155,921,3614.933945
1524.129509,1066,3623.356849
789.170938,1000,3624.064013
1472.21287,965,3632.355886
634.219618,665,3632.832775
489.812309,647,3633.295969
1487.112311,960,3638.335175
677.868179,849,3642.40061
1284.011473,1086,3647.617317
1560.538068,1281,3653.135472
581.601103,1024,3658.198087
1512.127015,1118,3663.050673
1305.562522,1123,3668.207983
1286.602503,841,3668.800423
1791.460569,1368,3678.273464
1412.180954,970,3678.966764
1350.825467,1243,3689.893065
733.631756,1082,3695.199007
507.684672,838,3700.057105
1317.227635,1191,3705.21838
656.478055,946,3705.876434
1840.728512,1541,3715.238503
737.081426,1023,3715.95039
1864.938584,1098,3726.029094
625.059238,848,3726.683609
1606.548184,1586,3736.429168
1761.511402,1291,3742.152445
648.382403,716,3747.53003
1466.704534,1061,3748.35306
1476.972261,1119,3757.84222
1951.813721,1623,3763.779143
1636.582548,890,3768.743457
1529.877637,1182,3774.324382
528.23778,929,3775.03532
1912.28344,1649,3785.468012
1478.01666,897,3790.912786
706.258316,968,3795.335061
1244.970112,901,3796.045784
1448.575083,1153,3804.811343
1600.439427,1367,3810.531112
3151.326671,2333,3821.482361
1700.161191,1215,3826.945469
1808.133031,1328,3832.668327
3053.464241,1670,3842.609442
1442.090693,998,3843.38085
1458.270516,1066,3853.550787
1293.706015,1248,3854.522482
2736.384082,1689,3864.98787
1688.5474,1239,3870.723032
1238.938895,965,3875.204006
1480.829035,1146,3880.762071
1263.835172,1113,3885.388936
628.960268,719,3890.637078
1329.916996,1217,3891.557755
1262.193901,973,3901.276018
1231.71309,900,3901.958667
1196.351109,744,3907.228633
1479.28753,1033,3911.851896
2880.219538,1275,3917.563413
1927.213224,1146,3922.225473
2373.756864,2076,3932.145517
1613.231117,910,3937.531252
1595.821601,842,3938.165706
1212.491274,900,3947.989333
1658.202198,951,3948.709157
3123.570664,2133,3958.956325
1842.262385,1605,3969.162712
1875.370528,1592,3975.092755
2772.886896,1572,3985.45737
1850.361776,987,3986.217157
1651.357733,1080,3994.973845
2787.604863,1595,3996.183878
1650.197825,1142,4005.698545
451.269007,686,4006.256225
1219.719597,860,4011.644249
1246.211526,872,4016.953897
1268.994326,868,4017.613891
1678.102213,1051,4023.134218
1481.02139,1024,4027.891151
1459.510946,1014,4033.349963
1767.599288,1083,4042.312542
1215.132616,793,4042.923192
1217.767806,792,4043.524748
1497.686657,1217,4053.061031
1714.70428,1268,4054.025064
1677.698006,1037,4063.262747
