#{"t_start": 1768475791.3359346, "env_id": "None"}
r,l,t
-334.616529,847,2056.233929
72.620946,2173,2070.11038
-188.727044,1187,2078.191725
-167.581057,1326,2085.465107
-21.314543,1677,2097.912901
-111.441591,1606,2104.548297
-166.988397,1429,2110.308897
-95.493738,1688,2124.672559
3.013469,2181,2133.10509
-265.955449,1039,2143.052153
522.561567,1497,2144.332874
-317.953799,965,2157.435111
626.862393,2325,2171.8479
-159.447965,1326,2178.473548
104.450623,2481,2192.295232
329.703651,1192,2197.563533
553.866815,1401,2204.976423
516.298766,1691,2217.232773
-165.543101,1091,2218.2525
-164.76925,1414,2230.432817
1297.613381,3000,2249.899239
-295.343101,1003,2255.359368
1036.947646,2577,2268.645224
93.891596,1912,2276.568897
504.233209,1512,2289.178219
822.095687,1896,2302.530395
531.213991,1712,2310.215763
1223.050827,2927,2329.253145
-173.503653,1151,2335.531548
111.893055,2389,2348.025803
615.557283,1951,2360.825018
1065.330137,2180,2375.844964
-142.754781,1518,2382.826257
2387.203062,3000,2405.454967
617.919893,2131,2412.55488
47.137634,1697,2426.474415
1213.851823,2477,2441.507861
541.734556,1537,2454.478344
886.667212,2283,2468.963107
1907.099672,2424,2484.034636
610.974029,1911,2490.819757
945.260744,2232,2505.103747
-144.088574,1247,2518.276956
-88.899182,1532,2524.844167
-32.959573,1392,2531.85629
648.434246,1733,2544.762154
302.474917,1106,2551.831659
643.061015,2388,2564.458918
1038.027754,2231,2580.781251
310.95902,1009,2581.790876
418.682547,1064,2594.662931
1331.435001,3000,2607.794441
-161.736136,1367,2614.636411
380.923976,1078,2629.872348
510.780572,1263,2631.083488
1916.09933,2433,2644.377887
404.636577,3000,2671.530761
655.427662,3000,2686.723211
1805.967552,3000,2709.967907
331.480862,1280,2711.076755
433.032038,1283,2723.34869
856.968416,1555,2735.47143
-225.048766,1049,2736.500316
2559.498254,3000,2756.022854
-168.508529,1173,2761.942275
705.79207,1423,2769.306725
1469.134721,3000,2789.501273
524.095619,1433,2798.207132
1603.685086,3000,2819.460593
716.626064,1689,2832.551018
862.149834,1404,2833.728424
2019.849738,2138,2847.499572
477.321907,1206,2860.139751
554.945011,1002,2860.974098
993.872854,2057,2875.338506
2109.016961,2714,2894.934571
490.591133,761,2895.684742
1987.183888,2727,2915.342192
479.854342,956,2922.388933
659.563967,958,2923.295329
1462.835182,1080,2935.270562
535.231977,866,2936.246697
1233.782246,896,2942.37357
1797.207473,2185,2953.413255
2612.942215,3000,2968.086556
1512.190149,1878,2980.134545
1720.744303,3000,2998.228512
1217.3204,868,3003.491047
1414.086634,1603,3011.19997
638.933158,820,3016.239489
1572.279228,1412,3022.604298
681.937972,1001,3027.743424
1256.25478,1168,3034.111881
1354.237344,1454,3045.797709
1744.680295,1955,3058.004499
1444.714303,1742,3064.615768
1848.886296,1597,3070.048265
3086.881646,3000,3089.256944
660.623735,854,3090.056342
-338.24662,819,3100.688836
1409.756795,1392,3101.870609
1892.190066,1661,3113.524165
1361.586762,1312,3120.825982
1715.692124,1633,3132.591871
1330.842355,1142,3137.704357
1416.517532,1423,3144.055943
1346.946894,1264,3149.81007
3714.63703,3000,3168.744484
1594.982,1431,3175.148594
478.23072,899,3181.915172
1391.861252,1254,3188.276607
2072.631879,2131,3200.519051
1706.379509,1181,3206.49133
744.985868,1016,3212.974608
1538.724354,1171,3218.194995
1546.540482,1200,3224.344565
1279.388213,1074,3225.349642
666.916909,948,3237.3753
749.035311,1214,3238.583344
1585.165103,1439,3249.943889
753.325062,1307,3256.155041
2191.772429,1787,3267.787398
489.477745,909,3268.615849
1441.548344,1255,3280.37609
784.842102,1497,3286.060859
1453.916845,1368,3292.111603
1421.453168,1050,3302.059258
582.884548,1036,3302.998973
1474.295017,1057,3310.135951
1714.589416,1115,3316.192225
1911.742076,1671,3323.806555
1809.730449,1415,3333.489133
2046.851614,1547,3338.403697
660.474218,682,3345.099782
666.905927,838,3345.917233
469.572675,839,3357.053477
1729.995734,1134,3358.124251
648.233255,818,3364.280695
1456.793716,966,3369.087876
662.454576,941,3369.818791
746.746815,1043,3380.719027
558.330895,1029,3381.689772
1609.850069,1358,3394.123904
1249.583653,911,3400.159223
1713.047003,1777,3405.578179
1968.845471,1340,3411.914012
1515.245127,1142,3424.238966
1462.870288,963,3425.120984
1596.87877,1532,3436.645671
1765.317479,1953,3443.331138
1864.088217,1664,3454.15649
1509.783267,1116,3455.256361
4025.057903,3000,3477.694545
653.205894,810,3478.39442
1520.216531,1257,3490.02908
1626.275822,923,3490.925086
1353.741556,1249,3498.224533
1819.506018,1447,3503.432079
1426.021392,1478,3514.149797
699.133718,877,3519.17931
648.382726,837,3519.771466
1567.787857,1223,3527.869346
1266.020507,1083,3528.640704
1323.755583,1044,3536.918515
648.461946,749,3537.444472
1428.628608,840,3538.05156
1417.637873,1443,3547.275887
658.653489,877,3552.222914
1869.618274,2188,3561.809428
1801.947247,1474,3566.04714
566.38063,921,3571.080194
538.768932,872,3571.695257
675.620305,778,3580.038793
1700.456085,1156,3580.852679
1527.803984,1238,3589.940143
1446.543468,1271,3590.858928
1312.341256,1204,3599.43133
1492.173537,986,3600.130819
644.298393,759,3605.020886
1465.49166,1137,3609.505473
1318.699584,1283,3614.825896
729.211009,1051,3623.243325
456.695214,690,3623.73162
1344.145847,1223,3624.611168
1235.676512,768,3632.750324
1507.19275,1083,3633.543206
647.105091,768,3638.434203
535.436382,768,3642.435508
1421.752004,917,3647.53453
1450.677488,1103,3652.926698
1750.850931,1162,3658.088012
542.170096,951,3658.764237
1212.190591,848,3667.783916
2681.782074,1584,3668.906738
1440.611216,1059,3678.153162
1457.993954,1058,3678.907432
1830.909974,1379,3689.932758
1658.199477,1004,3695.185128
1428.793585,1052,3700.192268
1673.605308,1196,3705.36322
715.84803,954,3706.015826
1548.047573,1248,3715.175755
1570.646514,1449,3720.707321
1915.402296,1089,3726.283671
1912.329536,1482,3735.967943
689.572837,1539,3737.159984
1967.602417,1560,3747.893988
1265.071186,1125,3753.455298
727.741771,1035,3758.185277
1450.759777,961,3763.622406
1635.488414,979,3764.38676
1636.911699,955,3774.029896
1225.088302,908,3774.752791
1609.436539,1056,3784.72795
1407.348217,1279,3785.751385
518.269198,798,3791.073964
1590.865413,1521,3795.941671
1267.528961,1041,3804.623651
1878.310179,1194,3805.523321
656.635842,711,3810.749745
1642.921442,1071,3815.996847
1506.422561,1282,3821.721556
1235.489415,895,3826.94217
2007.397938,1333,3832.669442
1451.108561,1038,3842.098265
1444.214349,1006,3842.891649
1650.274667,994,3848.377591
2804.278274,1747,3854.350196
1461.845283,959,3859.810216
1450.109305,932,3864.992924
1440.771461,1025,3870.561961
1532.616628,1202,3875.226075
1495.288074,1140,3880.780932
1447.419784,950,3881.497238
480.93511,625,3890.415075
1740.912013,1099,3891.286847
1415.222747,1346,3901.292394
1746.936376,1163,3902.188265
1562.303785,1101,3911.552005
1928.99365,1193,3917.200256
1701.308734,1021,3921.769592
1456.782283,827,3922.403558
1464.425329,1105,3927.968033
659.334595,809,3932.194098
1457.038571,875,3937.556013
1536.347221,1198,3938.460009
1555.600215,1426,3948.678347
1316.911063,1182,3954.338005
1520.606642,1059,3959.01168
1641.454068,1075,3964.540979
1495.061313,1081,3969.645355
1329.605978,960,3975.08435
1520.322419,1320,3980.601171
1251.990466,1038,3986.061459
1673.722206,1459,3995.100878
692.225501,1034,3995.888703
2254.592516,2026,4006.11437
1595.324504,1422,4011.936132
1750.425334,1326,4017.576228
3168.157361,1859,4027.686575
1485.501159,1187,4033.27844
499.132711,835,4037.341609
1456.310068,910,4042.750469
1398.919326,909,4043.446538
1426.684138,1007,4052.824385
2006.020545,1341,4053.839334
1438.669599,1022,4063.067973
1508.04969,1056,4063.867537
